id	e	k	m	t
25	1	6	9144	2.0
26	1	6	7979	4.0
27	1	6	4615	3.0
28	1	6	9040	2.0
29	1	6	8576	2.0
30	1	6	8910	2.0
31	1	6	8078	2.0
32	1	6	9065	2.0
33	1	6	8296	4.0
34	1	6	9183	4.0
35	1	6	8658	2.0
36	1	6	9172	2.0
37	1	6	8708	2.0
38	1	6	9511	3.0
39	1	6	8790	4.0
40	1	6	9069	2.0
41	1	6	9204	2.0
42	1	6	9254	2.0
43	1	6	9381	2.0
44	1	6	8922	4.0
45	1	6	9431	4.0
46	1	6	8715	2.0
47	1	6	9088	2.0
48	1	6	7432	2.0
49	1	6	4784	2.0
50	1	6	9387	2.0
51	1	6	7647	4.0
52	1	6	8706	3.0
53	1	6	8663	4.0
54	1	6	8725	2.0
55	1	6	9930	2.0
56	1	6	8878	2.0
57	1	6	8889	2.0
58	1	6	8286	4.0
59	1	6	8812	2.0
60	1	6	8679	2.0
61	1	6	9363	2.0
62	1	6	8922	2.0
63	1	6	9077	2.0
64	1	6	9558	2.0
65	1	6	9165	3.0
66	1	6	8737	2.0
67	1	6	9048	2.0
68	1	6	9034	2.0
69	1	6	9471	2.0
70	1	6	8964	2.0
71	1	6	8716	4.0
72	1	6	9014	2.0
73	1	6	9021	2.0
74	1	6	8528	2.0
75	1	6	6817	2.0
76	1	6	9294	2.0
77	1	6	8572	2.0
78	1	6	8824	2.0
79	1	6	9159	2.0
80	1	6	9303	3.0
81	1	6	9473	3.0
82	1	6	9444	2.0
83	1	6	8785	3.0
84	1	6	6219	2.0
85	1	6	9098	2.0
86	1	6	8827	2.0
87	1	6	9166	2.0
88	1	6	9169	2.0
89	1	6	9827	2.0
90	1	6	8976	2.0
91	1	6	8712	2.0
92	1	6	8957	3.0
93	1	6	8357	2.0
94	1	6	9065	4.0
95	1	6	7219	2.0
96	1	6	9090	2.0
97	1	6	8795	2.0
98	1	6	9181	3.0
99	1	6	9382	3.0
0	2	6	12780	5.0
1	2	6	12933	5.0
2	2	6	12733	4.0
3	2	6	13060	5.0
4	2	6	12885	5.0
5	2	6	11695	7.0
6	2	6	12935	6.0
7	2	6	12519	4.0
8	2	6	12953	4.0
9	2	6	12114	5.0
10	2	6	13299	8.0
11	2	6	13139	4.0
12	2	6	11336	5.0
13	2	6	12710	4.0
14	2	6	13069	4.0
15	2	6	13003	4.0
16	2	6	13106	7.0
17	2	6	12996	5.0
18	2	6	12716	4.0
19	2	6	13648	4.0
20	2	6	7651	4.0
21	2	6	8364	4.0
22	2	6	12216	4.0
23	2	6	12647	8.0
24	2	6	12974	7.0
25	2	6	12984	6.0
26	2	6	11819	5.0
27	2	6	8377	4.0
28	2	6	12880	4.0
29	2	6	12416	4.0
30	2	6	12750	5.0
31	2	6	11918	5.0
32	2	6	12905	4.0
33	2	6	12136	5.0
34	2	6	13023	4.0
35	2	6	12498	5.0
36	2	6	13012	4.0
37	2	6	12548	6.0
38	2	6	13351	4.0
39	2	6	12630	4.0
40	2	6	12909	4.0
41	2	6	13044	4.0
42	2	6	13094	4.0
43	2	6	13221	5.0
44	2	6	12762	8.0
45	2	6	13271	5.0
46	2	6	12555	5.0
47	2	6	12928	4.0
48	2	6	11270	4.0
49	2	6	8435	4.0
50	2	6	13227	4.0
51	2	6	11483	6.0
52	2	6	12546	7.0
53	2	6	12503	4.0
54	2	6	12565	4.0
55	2	6	13770	4.0
56	2	6	12718	7.0
57	2	6	12727	7.0
58	2	6	12120	4.0
59	2	6	12652	4.0
60	2	6	12519	5.0
61	2	6	13203	4.0
62	2	6	12762	8.0
63	2	6	12917	4.0
64	2	6	13398	4.0
65	2	6	13005	4.0
66	2	6	12577	4.0
67	2	6	12888	4.0
68	2	6	12874	4.0
69	2	6	13311	6.0
70	2	6	12804	5.0
71	2	6	12556	4.0
72	2	6	12854	4.0
73	2	6	12861	5.0
74	2	6	12368	8.0
75	2	6	10653	4.0
76	2	6	13134	7.0
77	2	6	12412	5.0
78	2	6	12664	4.0
79	2	6	12999	4.0
80	2	6	13143	4.0
81	2	6	13313	5.0
82	2	6	13284	5.0
83	2	6	12625	4.0
84	2	6	10048	4.0
85	2	6	12938	4.0
86	2	6	12667	4.0
87	2	6	13006	5.0
88	2	6	13009	5.0
89	2	6	13667	5.0
90	2	6	12816	5.0
91	2	6	12552	4.0
92	2	6	12797	5.0
93	2	6	12197	5.0
94	2	6	12905	5.0
95	2	6	11057	5.0
96	2	6	12930	4.0
97	2	6	12635	4.0
98	2	6	13021	4.0
99	2	6	13222	5.0
0	3	6	14060	7.0
1	3	6	14213	8.0
2	3	6	14013	7.0
3	3	6	14340	7.0
4	3	6	14165	7.0
5	3	6	12975	7.0
6	3	6	14215	7.0
7	3	6	13799	7.0
8	3	6	14233	7.0
9	3	6	13394	7.0
10	3	6	14579	7.0
11	3	6	14419	7.0
12	3	6	12616	7.0
13	3	6	13990	7.0
14	3	6	14349	7.0
15	3	6	14283	7.0
16	3	6	14386	7.0
17	3	6	14276	8.0
18	3	6	13996	8.0
19	3	6	14928	8.0
20	3	6	8931	6.0
21	3	6	9644	6.0
22	3	6	13496	7.0
23	3	6	13927	7.0
24	3	6	14254	7.0
25	3	6	14264	7.0
26	3	6	13099	8.0
27	3	6	9657	7.0
28	3	6	14160	7.0
29	3	6	13696	7.0
30	3	6	14030	7.0
31	3	6	13198	8.0
32	3	6	14185	8.0
33	3	6	13416	7.0
34	3	6	14303	7.0
35	3	6	13778	7.0
36	3	6	14292	7.0
37	3	6	13828	7.0
38	3	6	14631	7.0
39	3	6	13910	7.0
40	3	6	14189	8.0
41	3	6	14324	7.0
42	3	6	14374	7.0
43	3	6	14501	7.0
44	3	6	14042	7.0
45	3	6	14551	7.0
46	3	6	13835	8.0
47	3	6	14208	7.0
48	3	6	12550	7.0
49	3	6	9711	7.0
50	3	6	14507	7.0
51	3	6	12763	7.0
52	3	6	13826	7.0
53	3	6	13783	7.0
54	3	6	13845	7.0
55	3	6	15050	7.0
56	3	6	13998	8.0
57	3	6	14007	7.0
58	3	6	13400	8.0
59	3	6	13932	7.0
60	3	6	13799	7.0
61	3	6	14483	7.0
62	3	6	14042	7.0
63	3	6	14197	7.0
64	3	6	14678	7.0
65	3	6	14285	7.0
66	3	6	13857	7.0
67	3	6	14168	7.0
68	3	6	14154	7.0
69	3	6	14591	11.0
70	3	6	14084	7.0
71	3	6	13836	7.0
72	3	6	14134	7.0
73	3	6	14141	7.0
74	3	6	13648	7.0
75	3	6	11933	9.0
76	3	6	14414	7.0
77	3	6	13692	7.0
78	3	6	13944	7.0
79	3	6	14279	7.0
80	3	6	14423	13.0
81	3	6	14593	9.0
82	3	6	14564	10.0
83	3	6	13905	7.0
84	3	6	11328	7.0
85	3	6	14218	7.0
86	3	6	13947	8.0
87	3	6	14286	7.0
88	3	6	14289	7.0
89	3	6	14947	7.0
90	3	6	14096	7.0
91	3	6	13832	10.0
92	3	6	14077	7.0
93	3	6	13477	10.0
94	3	6	14185	7.0
95	3	6	12337	7.0
96	3	6	14210	7.0
97	3	6	13915	12.0
98	3	6	14301	7.0
99	3	6	14502	7.0
0	0	7	5504	2.0
1	0	7	5829	3.0
2	0	7	5531	3.0
3	0	7	6114	4.0
4	0	7	6113	4.0
5	0	7	3517	3.0
6	0	7	6221	3.0
7	0	7	5057	3.0
8	0	7	5985	3.0
9	0	7	3890	2.0
10	0	7	7485	4.0
11	0	7	7215	4.0
12	0	7	2884	1.0
13	0	7	5198	3.0
14	0	7	6689	3.0
15	0	7	6483	3.0
16	0	7	7018	5.0
17	0	7	6694	3.0
18	0	7	6014	3.0
19	0	7	9120	4.0
20	0	7	913	0.0
21	0	7	1215	1.0
22	0	7	4522	2.0
23	0	7	5615	3.0
24	0	7	6130	2.0
25	0	7	6180	4.0
26	0	7	3835	2.0
27	0	7	1079	1.0
28	0	7	6078	3.0
29	0	7	4950	2.0
30	0	7	5948	3.0
31	0	7	3988	2.0
32	0	7	5803	4.0
33	0	7	4304	3.0
34	0	7	6143	3.0
35	0	7	4808	2.0
36	0	7	6308	2.0
37	0	7	5288	3.0
38	0	7	7929	3.0
39	0	7	5608	3.0
40	0	7	5783	3.0
41	0	7	6174	3.0
42	0	7	7552	3.0
43	0	7	6999	4.0
44	0	7	5612	3.0
45	0	7	7187	3.0
46	0	7	5951	3.0
47	0	7	6444	3.0
48	0	7	3140	2.0
49	0	7	1458	1.0
50	0	7	7471	5.0
51	0	7	3209	2.0
52	0	7	6588	4.0
53	0	7	4617	2.0
54	0	7	5005	2.0
55	0	7	10248	3.0
56	0	7	5696	3.0
57	0	7	5909	3.0
58	0	7	5026	2.0
59	0	7	5622	3.0
60	0	7	5201	2.0
61	0	7	6675	3.0
62	0	7	5814	3.0
63	0	7	6137	3.0
64	0	7	7984	4.0
65	0	7	6875	3.0
66	0	7	5499	3.0
67	0	7	6170	3.0
68	0	7	6840	3.0
69	0	7	7401	3.0
70	0	7	6076	3.0
71	0	7	5314	3.0
72	0	7	5740	3.0
73	0	7	6111	3.0
74	0	7	4846	3.0
75	0	7	2175	1.0
76	0	7	6440	3.0
77	0	7	4578	3.0
78	0	7	5412	4.0
79	0	7	5941	3.0
80	0	7	6905	3.0
81	0	7	7631	4.0
82	0	7	7274	3.0
83	0	7	5473	3.0
84	0	7	2069	1.0
85	0	7	5952	3.0
86	0	7	5323	3.0
87	0	7	6190	3.0
88	0	7	6181	3.0
89	0	7	9549	5.0
90	0	7	5898	3.0
91	0	7	5208	3.0
92	0	7	5925	3.0
93	0	7	4773	2.0
94	0	7	6021	2.0
95	0	7	2681	2.0
96	0	7	5960	3.0
97	0	7	5491	3.0
98	0	7	6207	3.0
99	0	7	7224	3.0
0	1	7	31581	10.0
1	1	7	32827	11.0
2	1	7	31387	13.0
3	1	7	33965	11.0
4	1	7	32938	10.0
5	1	7	23130	9.0
6	1	7	33455	11.0
7	1	7	29700	10.0
8	1	7	33105	13.0
9	1	7	25553	9.0
10	1	7	36905	11.0
11	1	7	35832	12.0
12	1	7	20736	9.0
13	1	7	30727	11.0
14	1	7	34943	11.0
15	1	7	33980	10.0
16	1	7	35604	11.0
17	1	7	34152	11.0
18	1	7	32021	10.0
19	1	7	40973	12.0
20	1	7	8088	4.0
21	1	7	10065	4.0
22	1	7	27325	10.0
23	1	7	31028	11.0
24	1	7	33277	11.0
25	1	7	33733	11.0
26	1	7	24350	9.0
27	1	7	9767	5.0
28	1	7	32986	10.0
29	1	7	28780	10.0
30	1	7	32110	10.0
31	1	7	24917	10.0
32	1	7	32435	11.0
33	1	7	26369	10.0
34	1	7	33610	11.0
35	1	7	29142	10.0
36	1	7	33926	10.0
37	1	7	30005	12.0
38	1	7	37796	12.0
39	1	7	31006	10.0
40	1	7	32626	10.0
41	1	7	33810	10.0
42	1	7	35794	11.0
43	1	7	36042	14.0
44	1	7	31797	11.0
45	1	7	36544	13.0
46	1	7	31357	10.0
47	1	7	33456	11.0
48	1	7	21241	9.0
49	1	7	11345	6.0
50	1	7	36426	12.0
51	1	7	22016	11.0
52	1	7	32626	10.0
53	1	7	28669	11.0
54	1	7	29587	12.0
55	1	7	42775	15.0
56	1	7	31409	10.0
57	1	7	31847	10.0
58	1	7	28300	10.0
59	1	7	31232	14.0
60	1	7	29742	10.0
61	1	7	35366	15.0
62	1	7	31613	10.0
63	1	7	33346	11.0
64	1	7	38452	20.0
65	1	7	34501	14.0
66	1	7	30559	14.0
67	1	7	33099	11.0
68	1	7	33847	11.0
69	1	7	36856	14.0
70	1	7	32532	15.0
71	1	7	30442	12.0
72	1	7	32206	12.0
73	1	7	32743	9.0
74	1	7	28569	13.0
75	1	7	17474	9.0
76	1	7	34965	16.0
77	1	7	28163	14.0
78	1	7	30783	11.0
79	1	7	33416	11.0
80	1	7	35517	11.0
81	1	7	37483	12.0
82	1	7	36478	11.0
83	1	7	30706	10.0
84	1	7	15648	7.0
85	1	7	32728	10.0
86	1	7	30766	10.0
87	1	7	33531	12.0
88	1	7	33715	11.0
89	1	7	41573	11.0
90	1	7	32215	12.0
91	1	7	29930	10.0
92	1	7	32152	11.0
93	1	7	27493	10.0
94	1	7	32683	11.0
95	1	7	19785	7.0
96	1	7	33114	13.0
97	1	7	31054	10.0
98	1	7	34011	11.0
99	1	7	36304	11.0
0	2	7	56853	25.0
1	2	7	58153	27.0
2	2	7	56641	25.0
3	2	7	59277	26.0
4	2	7	58186	25.0
5	2	7	47648	22.0
6	2	7	58751	26.0
7	2	7	54810	26.0
8	2	7	58395	25.0
9	2	7	50489	24.0
10	2	7	62235	26.0
11	2	7	61100	26.0
12	2	7	44858	22.0
13	2	7	56007	27.0
14	2	7	60235	25.0
15	2	7	59300	25.0
16	2	7	60902	26.0
17	2	7	59436	29.0
18	2	7	57247	24.0
19	2	7	66311	26.0
20	2	7	23662	11.0
21	2	7	27554	13.0
22	2	7	52173	24.0
23	2	7	56182	24.0
24	2	7	58565	26.0
25	2	7	59041	25.0
26	2	7	48980	23.0
27	2	7	27491	16.0
28	2	7	58292	25.0
29	2	7	53850	24.0
30	2	7	57324	24.0
31	2	7	49649	27.0
32	2	7	57717	26.0
33	2	7	51227	25.0
34	2	7	58918	25.0
35	2	7	54274	25.0
36	2	7	59256	25.0
37	2	7	55135	26.0
38	2	7	63126	28.0
39	2	7	56180	30.0
40	2	7	57896	26.0
41	2	7	59142	26.0
42	2	7	61004	25.0
43	2	7	61360	27.0
44	2	7	57019	25.0
45	2	7	61864	27.0
46	2	7	56181	23.0
47	2	7	58732	32.0
48	2	7	44825	21.0
49	2	7	28872	17.0
50	2	7	61722	25.0
51	2	7	46324	22.0
52	2	7	57368	29.0
53	2	7	53877	24.0
54	2	7	54799	25.0
55	2	7	68119	25.0
56	2	7	56577	26.0
57	2	7	57021	25.0
58	2	7	52642	24.0
59	2	7	56270	24.0
60	2	7	54910	24.0
61	2	7	60676	26.0
62	2	7	56825	26.0
63	2	7	58660	25.0
64	2	7	63778	26.0
65	2	7	59799	25.0
66	2	7	55707	24.0
67	2	7	58365	25.0
68	2	7	58987	27.0
69	2	7	62188	25.0
70	2	7	57692	25.0
71	2	7	55508	24.0
72	2	7	57480	35.0
73	2	7	58025	36.0
74	2	7	53619	24.0
75	2	7	40580	21.0
76	2	7	60291	29.0
77	2	7	53297	25.0
78	2	7	55961	28.0
79	2	7	58732	25.0
80	2	7	60819	38.0
81	2	7	62813	25.0
82	2	7	61804	26.0
83	2	7	55872	24.0
84	2	7	36965	27.0
85	2	7	57990	25.0
86	2	7	56022	24.0
87	2	7	58837	25.0
88	2	7	58987	27.0
89	2	7	66917	26.0
90	2	7	57457	25.0
91	2	7	54992	24.0
92	2	7	57370	26.0
93	2	7	52279	23.0
94	2	7	57955	26.0
95	2	7	43465	21.0
96	2	7	58426	25.0
97	2	7	56302	25.0
98	2	7	59325	26.0
99	2	7	61604	25.0
0	3	7	67093	43.0
1	3	7	68393	44.0
2	3	7	66881	43.0
3	3	7	69517	44.0
4	3	7	68426	45.0
5	3	7	57888	40.0
6	3	7	68991	44.0
7	3	7	65050	42.0
8	3	7	68635	43.0
9	3	7	60729	42.0
10	3	7	72475	44.0
11	3	7	71340	44.0
12	3	7	55098	39.0
13	3	7	66247	43.0
14	3	7	70475	45.0
15	3	7	69540	44.0
16	3	7	71142	44.0
17	3	7	69676	45.0
18	3	7	67487	43.0
19	3	7	76551	45.0
20	3	7	33665	21.0
21	3	7	37660	34.0
22	3	7	62413	41.0
23	3	7	66422	43.0
24	3	7	68805	53.0
25	3	7	69281	42.0
26	3	7	59220	40.0
27	3	7	37570	29.0
28	3	7	68532	47.0
29	3	7	64090	43.0
30	3	7	67564	43.0
31	3	7	59889	40.0
32	3	7	67957	44.0
33	3	7	61467	41.0
34	3	7	69158	45.0
35	3	7	64514	43.0
36	3	7	69496	44.0
37	3	7	65375	43.0
38	3	7	73366	45.0
39	3	7	66420	43.0
40	3	7	68136	49.0
41	3	7	69382	44.0
42	3	7	71244	44.0
43	3	7	71600	46.0
44	3	7	67259	44.0
45	3	7	72104	45.0
46	3	7	66421	44.0
47	3	7	68972	43.0
48	3	7	55061	37.0
49	3	7	38696	31.0
50	3	7	71962	56.0
51	3	7	56558	43.0
52	3	7	67608	42.0
53	3	7	64117	42.0
54	3	7	65039	42.0
55	3	7	78359	45.0
56	3	7	66817	44.0
57	3	7	67258	42.0
58	3	7	62872	41.0
59	3	7	66510	43.0
60	3	7	65150	44.0
61	3	7	70916	44.0
62	3	7	67065	54.0
63	3	7	68900	43.0
64	3	7	74018	45.0
65	3	7	70039	46.0
66	3	7	65947	42.0
67	3	7	68605	44.0
68	3	7	69227	45.0
69	3	7	72428	44.0
70	3	7	67932	43.0
71	3	7	65748	52.0
72	3	7	67720	43.0
73	3	7	68265	43.0
74	3	7	63859	42.0
75	3	7	50814	37.0
76	3	7	70531	45.0
77	3	7	63537	42.0
78	3	7	66201	49.0
79	3	7	68972	45.0
80	3	7	71059	45.0
81	3	7	73053	46.0
82	3	7	72044	43.0
83	3	7	66112	44.0
84	3	7	47171	36.0
85	3	7	68230	44.0
86	3	7	66262	44.0
87	3	7	69077	46.0
88	3	7	69227	44.0
89	3	7	77157	45.0
90	3	7	67697	45.0
91	3	7	65232	47.0
92	3	7	67610	43.0
93	3	7	62518	42.0
94	3	7	68195	44.0
95	3	7	53702	37.0
96	3	7	68666	43.0
97	3	7	66542	43.0
98	3	7	69565	44.0
99	3	7	71844	46.0
0	0	8	6903	4.0
1	0	8	7321	3.0
2	0	8	6856	5.0
3	0	8	7479	5.0
4	0	8	7824	5.0
5	0	8	4413	3.0
6	0	8	7880	5.0
7	0	8	6353	4.0
8	0	8	7710	6.0
9	0	8	4625	3.0
10	0	8	9975	6.0
11	0	8	9587	4.0
12	0	8	3389	4.0
13	0	8	6341	4.0
14	0	8	8514	7.0
15	0	8	8800	5.0
16	0	8	9316	6.0
17	0	8	8947	6.0
18	0	8	8066	5.0
19	0	8	12443	7.0
20	0	8	1157	1.0
21	0	8	1525	1.0
22	0	8	5504	4.0
23	0	8	7143	4.0
24	0	8	7726	7.0
25	0	8	7664	6.0
26	0	8	4743	3.0
27	0	8	1283	1.0
28	0	8	7789	5.0
29	0	8	6186	4.0
30	0	8	7646	5.0
31	0	8	5062	5.0
32	0	8	7334	6.0
33	0	8	5328	4.0
34	0	8	7593	5.0
35	0	8	5795	4.0
36	0	8	8139	5.0
37	0	8	6853	6.0
38	0	8	10702	8.0
39	0	8	7153	5.0
40	0	8	7145	10.0
41	0	8	7829	5.0
42	0	8	10750	6.0
43	0	8	9092	5.0
44	0	8	7030	5.0
45	0	8	9015	6.0
46	0	8	7692	5.0
47	0	8	8667	5.0
48	0	8	3712	3.0
49	0	8	1907	1.0
50	0	8	10333	6.0
51	0	8	3934	3.0
52	0	8	9410	5.0
53	0	8	5561	4.0
54	0	8	6256	4.0
55	0	8	14799	8.0
56	0	8	7307	4.0
57	0	8	7688	5.0
58	0	8	6577	4.0
59	0	8	7089	4.0
60	0	8	6725	4.0
61	0	8	8345	6.0
62	0	8	7478	5.0
63	0	8	7997	6.0
64	0	8	10613	6.0
65	0	8	9554	5.0
66	0	8	7117	6.0
67	0	8	8100	5.0
68	0	8	9500	5.0
69	0	8	9887	6.0
70	0	8	7841	4.0
71	0	8	6600	4.0
72	0	8	7253	5.0
73	0	8	8179	5.0
74	0	8	6115	4.0
75	0	8	2492	2.0
76	0	8	7935	5.0
77	0	8	5657	4.0
78	0	8	6766	4.0
79	0	8	7304	3.0
80	0	8	8986	5.0
81	0	8	9884	7.0
82	0	8	9684	6.0
83	0	8	7048	4.0
84	0	8	2514	2.0
85	0	8	7386	5.0
86	0	8	6765	4.0
87	0	8	7809	5.0
88	0	8	7664	5.0
89	0	8	13254	6.0
90	0	8	7653	5.0
91	0	8	6425	4.0
92	0	8	7572	5.0
93	0	8	6361	4.0
94	0	8	7704	5.0
95	0	8	3206	2.0
96	0	8	7393	5.0
97	0	8	6977	5.0
98	0	8	7787	5.0
99	0	8	9294	6.0
0	1	8	54856	26.0
1	1	8	57571	30.0
2	1	8	54512	29.0
3	1	8	59722	31.0
4	1	8	60491	28.0
5	1	8	36526	17.0
6	1	8	60858	29.0
7	1	8	50938	24.0
8	1	8	59436	28.0
9	1	8	39438	20.0
10	1	8	72739	34.0
11	1	8	70668	31.0
12	1	8	30621	21.0
13	1	8	51464	26.0
14	1	8	65312	39.0
15	1	8	64445	28.0
16	1	8	69288	31.0
17	1	8	65615	29.0
18	1	8	59827	28.0
19	1	8	88602	41.0
20	1	8	11226	6.0
21	1	8	14207	7.0
22	1	8	45161	22.0
23	1	8	56306	35.0
24	1	8	59801	31.0
25	1	8	60443	29.0
26	1	8	39622	19.0
27	1	8	13111	8.0
28	1	8	59889	30.0
29	1	8	49570	27.0
30	1	8	58636	27.0
31	1	8	41001	19.0
32	1	8	57404	28.0
33	1	8	43835	21.0
34	1	8	59832	32.0
35	1	8	48035	24.0
36	1	8	62315	38.0
37	1	8	52510	24.0
38	1	8	77423	33.0
39	1	8	55923	25.0
40	1	8	56730	35.0
41	1	8	60429	28.0
42	1	8	74248	32.0
43	1	8	68477	31.0
44	1	8	56191	27.0
45	1	8	69530	33.0
46	1	8	59052	26.0
47	1	8	63125	27.0
48	1	8	32205	17.0
49	1	8	16916	10.0
50	1	8	72936	31.0
51	1	8	33667	18.0
52	1	8	66790	25.0
53	1	8	46095	28.0
54	1	8	50002	28.0
55	1	8	99250	40.0
56	1	8	56842	26.0
57	1	8	58406	27.0
58	1	8	49899	23.0
59	1	8	55767	26.0
60	1	8	52304	25.0
61	1	8	64776	30.0
62	1	8	57235	27.0
63	1	8	60954	25.0
64	1	8	77729	35.0
65	1	8	68274	30.0
66	1	8	55027	25.0
67	1	8	60823	27.0
68	1	8	67567	35.0
69	1	8	72344	34.0
70	1	8	60135	28.0
71	1	8	52984	25.0
72	1	8	56761	34.0
73	1	8	60653	26.0
74	1	8	49070	24.0
75	1	8	24303	14.0
76	1	8	62502	30.0
77	1	8	46296	25.0
78	1	8	53707	28.0
79	1	8	58615	28.0
80	1	8	67510	30.0
81	1	8	74344	34.0
82	1	8	70458	35.0
83	1	8	54543	24.0
84	1	8	22731	13.0
85	1	8	57970	27.0
86	1	8	53458	25.0
87	1	8	60098	29.0
88	1	8	60118	27.0
89	1	8	92212	40.0
90	1	8	58506	26.0
91	1	8	52045	24.0
92	1	8	58303	23.0
93	1	8	48079	22.0
94	1	8	58956	27.0
95	1	8	29348	15.0
96	1	8	58553	28.0
97	1	8	55068	25.0
98	1	8	61163	29.0
99	1	8	69914	33.0
0	2	8	160435	79.0
1	2	8	166764	86.0
2	2	8	159709	79.0
3	2	8	172002	88.0
4	2	8	169468	85.0
5	2	8	115944	58.0
6	2	8	171482	85.0
7	2	8	150817	76.0
8	2	8	169102	84.0
9	2	8	126579	65.0
10	2	8	191943	96.0
11	2	8	186501	92.0
12	2	8	103374	57.0
13	2	8	155155	78.0
14	2	8	179791	95.0
15	2	8	176289	86.0
16	2	8	185174	92.0
17	2	8	176710	87.0
18	2	8	165486	83.0
19	2	8	217089	107.0
20	2	8	41825	21.0
21	2	8	51453	29.0
22	2	8	137336	70.0
23	2	8	159651	75.0
24	2	8	169672	84.0
25	2	8	172307	87.0
26	2	8	123014	63.0
27	2	8	49812	30.0
28	2	8	169100	85.0
29	2	8	146428	74.0
30	2	8	164743	85.0
31	2	8	126029	64.0
32	2	8	164520	82.0
33	2	8	132947	70.0
34	2	8	170778	86.0
35	2	8	146884	79.0
36	2	8	174249	85.0
37	2	8	152966	75.0
38	2	8	198085	99.0
39	2	8	158951	83.0
40	2	8	165661	82.0
41	2	8	172488	86.0
42	2	8	188101	89.0
43	2	8	185640	94.0
44	2	8	162349	81.0
45	2	8	188248	98.0
46	2	8	162238	80.0
47	2	8	172666	85.0
48	2	8	105780	56.0
49	2	8	58568	35.0
50	2	8	189808	101.0
51	2	8	110126	59.0
52	2	8	173485	83.0
53	2	8	143197	68.0
54	2	8	149965	74.0
55	2	8	230389	112.0
56	2	8	161091	80.0
57	2	8	163894	82.0
58	2	8	144243	69.0
59	2	8	159680	79.0
60	2	8	151780	76.0
61	2	8	180529	91.0
62	2	8	161249	81.0
63	2	8	171146	92.0
64	2	8	200951	99.0
65	2	8	180079	96.0
66	2	8	156532	78.0
67	2	8	169805	91.0
68	2	8	177278	86.0
69	2	8	191155	102.0
70	2	8	167065	85.0
71	2	8	155153	79.0
72	2	8	164463	81.0
73	2	8	168659	83.0
74	2	8	145124	73.0
